,Vendor,Type_of_Spend,Brand,PO_Number,PO_Amount,Invoice_Amount,Difference,Date_Opened
4009,The Martingale Agency,Brand Asset Development,GI-Bro,39218164,91363,10324,81039,2022-10-16
691,Google Inc.,Influencer,GI-Bro,81800286,91343,8618,82725,2022-12-11
4051,Disney Studios,Brand Publicity,GI-Bro,93208567,91294,34240,57054,2022-03-20
3904,Pinterest Inc,Brand Publicity,Space Wars,96631700,91288,53028,38260,2022-02-02
4603,KYG Antler LLC,Brand Asset Development,Transmorphers,35052442,91275,26497,64778,2022-09-25
2861,Google Inc.,E-Commerce,Transmorphers,42365729,91234,59518,31716,2022-03-20
4373,Pinterest Inc,Brand Asset Development,Clay-Dough,10184402,91225,53815,37410,2022-01-08
4370,Google Inc.,Brand Asset Development,Clay-Dough,52228737,91211,87920,3291,2022-03-25
3608,Disney Studios,E-Commerce,GI-Bro,26015332,91199,173,91026,2022-11-18
3596,KYG Antler LLC,Brand Asset Development,Clay-Dough,25379586,91148,89570,1578,2022-04-13
2420,Nintendo Technologies,Brand Asset Development,Transmorphers,17488770,91136,2818,88318,2022-03-21
4307,KYG Antler LLC,Media Supported Asset,Clay-Dough,52653439,91127,7364,83763,2022-05-21
458,Google Inc.,Media Supported Asset,Clay-Dough,56258153,91098,37568,53530,2022-03-07
2497,Pinterest Inc,Media Supported Asset,Space Wars,19048981,91093,45196,45897,2022-06-18
3005,Disney Studios,Brand Asset Development,GI-Bro,51852228,91083,32707,58376,2022-03-24
1500,Google Inc.,Influencer,Merf,34808162,91043,26048,64995,2022-03-30
3442,TikTok Inc,Media Supported Asset,GI-Bro,95027615,91033,8897,82136,2022-08-26
4062,KYG Antler LLC,Brand Asset Development,Clay-Dough,93072292,91020,56229,34791,2022-02-28
4321,Disney Studios,Media Supported Asset,Merf,18551954,90994,83347,7647,2022-02-11
1218,KYG Antler LLC,Brand Asset Development,Clay-Dough,72810365,90982,25094,65888,2022-12-14
809,Disney Studios,Brand Publicity,Transmorphers,52548002,90980,2540,88440,2022-09-16
3140,TikTok Inc,Brand Publicity,Merf,33568526,90974,74135,16839,2022-06-22
2674,Nintendo Technologies,Brand Asset Development,Space Wars,62695540,90955,16011,74944,2022-11-20
4786,Meta Platforms,Brand Asset Development,Merf,31794484,90932,32598,58334,2022-01-24
176,Nintendo Technologies,Media Supported Asset,Merf,41627564,90899,57259,33640,2022-03-17
2074,Meta Platforms,Influencer,GI-Bro,26100610,90846,19332,71514,2022-11-24
3118,TikTok Inc,Influencer,GI-Bro,46080743,90821,1138,89683,2022-11-08
4264,TikTok Inc,Brand Asset Development,GI-Bro,35570883,90811,51069,39742,2022-05-15
565,The Martingale Agency,Media Supported Asset,Transmorphers,66395059,90774,33506,57268,2022-07-01
1377,The Martingale Agency,Brand Publicity,Clay-Dough,91038848,90752,87678,3074,2022-06-22
2843,TikTok Inc,Media Supported Asset,Merf,49546391,90733,35439,55294,2022-03-14
193,Meta Platforms,E-Commerce,GI-Bro,94745185,90680,48921,41759,2022-03-14
2286,KYG Antler LLC,Brand Asset Development,Space Wars,47528223,90664,72670,17994,2022-05-10
4030,Pinterest Inc,Brand Publicity,Space Wars,77614067,90633,14993,75640,2022-10-23
4995,Google Inc.,Influencer,GI-Bro,41434236,90620,24952,65668,2022-12-01
1625,Disney Studios,Influencer,Merf,85237510,90612,26066,64546,2022-01-23
2407,Nintendo Technologies,Brand Asset Development,Merf,79948376,90582,22442,68140,2022-10-05
2266,Disney Studios,Media Supported Asset,GI-Bro,86095736,90564,20504,70060,2022-04-26
2449,Google Inc.,Media Supported Asset,GI-Bro,23013757,90527,38049,52478,2022-07-08
1358,Nintendo Technologies,Brand Publicity,Transmorphers,23504045,90519,33144,57375,2022-08-17
4387,Disney Studios,E-Commerce,Clay-Dough,31353866,90507,90135,372,2022-06-21
491,Nintendo Technologies,Media Supported Asset,Transmorphers,58013030,90505,26873,63632,2022-04-21
2735,Google Inc.,Brand Asset Development,Clay-Dough,49888243,90476,53957,36519,2022-04-15
2685,The Martingale Agency,E-Commerce,Clay-Dough,55104717,90463,54035,36428,2022-03-12
4190,Pinterest Inc,Brand Publicity,Clay-Dough,93519217,90447,1887,88560,2022-08-06
1974,TikTok Inc,E-Commerce,Clay-Dough,75303371,90436,22156,68280,2022-06-25
4771,The Martingale Agency,Brand Asset Development,Merf,88237508,90390,39533,50857,2022-04-13
1354,TikTok Inc,Brand Asset Development,Transmorphers,56695724,90374,2405,87969,2022-07-21
2491,The Martingale Agency,Media Supported Asset,GI-Bro,49437142,90357,35259,55098,2022-06-15
4879,Nintendo Technologies,Brand Publicity,Merf,49094644,90318,61202,29116,2022-06-18
2860,Meta Platforms,Brand Publicity,Merf,25463989,90291,57603,32688,2022-07-03
4862,Meta Platforms,Brand Asset Development,Clay-Dough,41366618,90275,52091,38184,2022-09-23
2350,The Martingale Agency,Brand Publicity,Merf,38295218,90252,34392,55860,2022-04-29
1584,KYG Antler LLC,Media Supported Asset,GI-Bro,34469263,90228,54808,35420,2022-08-11
3529,Disney Studios,Brand Publicity,GI-Bro,79379695,90227,58181,32046,2022-02-12
2016,Disney Studios,Brand Asset Development,Transmorphers,71366297,90223,1956,88267,2022-10-25
4875,Pinterest Inc,Media Supported Asset,GI-Bro,13829249,90170,45823,44347,2022-06-14
3508,Disney Studios,Brand Publicity,Merf,43103344,90145,11713,78432,2022-10-05
4427,TikTok Inc,Media Supported Asset,Space Wars,46735651,90144,38416,51728,2022-05-31
3339,Google Inc.,Media Supported Asset,GI-Bro,32759222,90141,52441,37700,2022-02-28
335,KYG Antler LLC,Brand Asset Development,Transmorphers,50734613,90111,27813,62298,2022-11-17
874,Disney Studios,Brand Publicity,Merf,71896097,90094,51563,38531,2022-08-21
4437,The Martingale Agency,Brand Publicity,Transmorphers,22283387,90028,20668,69360,2022-03-06
631,Meta Platforms,Brand Publicity,Clay-Dough,56224088,89995,68011,21984,2022-05-05
4411,The Martingale Agency,Media Supported Asset,Space Wars,87275257,89993,57143,32850,2022-03-29
253,Disney Studios,Brand Asset Development,Transmorphers,28307942,89904,50138,39766,2022-02-28
4963,KYG Antler LLC,Brand Asset Development,GI-Bro,28884488,89872,48241,41631,2022-01-08
1253,TikTok Inc,Media Supported Asset,Clay-Dough,34121595,89865,39132,50733,2022-11-17
3918,Google Inc.,Media Supported Asset,GI-Bro,26366156,89864,38165,51699,2022-03-24
484,TikTok Inc,Brand Asset Development,GI-Bro,77932880,89864,211,89653,2022-10-14
2540,KYG Antler LLC,Brand Asset Development,Clay-Dough,69578266,89854,21499,68355,2022-06-26
3767,Meta Platforms,Media Supported Asset,Merf,15596336,89851,63406,26445,2022-03-10
4988,Meta Platforms,Media Supported Asset,Clay-Dough,17552585,89814,80205,9609,2022-05-06
2347,KYG Antler LLC,Media Supported Asset,Space Wars,31224375,89805,63006,26799,2022-04-21
2621,The Martingale Agency,E-Commerce,GI-Bro,89411504,89797,1211,88586,2022-08-10
1950,Pinterest Inc,Influencer,Merf,88713416,89716,65127,24589,2022-06-03
469,Pinterest Inc,Brand Asset Development,Transmorphers,70236329,89695,21975,67720,2022-03-16
4001,The Martingale Agency,Influencer,GI-Bro,88386370,89691,21982,67709,2022-11-29
1139,Meta Platforms,Brand Publicity,Transmorphers,94383102,89690,2107,87583,2022-10-02
1086,Pinterest Inc,Influencer,Merf,57258744,89677,59268,30409,2022-04-28
4972,The Martingale Agency,Media Supported Asset,Clay-Dough,55778679,89650,10717,78933,2022-05-25
1041,Meta Platforms,Brand Publicity,GI-Bro,76751072,89637,27898,61739,2022-12-22
1447,TikTok Inc,Media Supported Asset,Clay-Dough,77542726,89632,63709,25923,2022-05-20
125,Nintendo Technologies,Influencer,Transmorphers,19289467,89619,55566,34053,2022-08-11
2064,Nintendo Technologies,Media Supported Asset,Merf,55304614,89616,31002,58614,2022-09-23
116,The Martingale Agency,E-Commerce,Space Wars,71298000,89612,68554,21058,2022-05-24
1473,TikTok Inc,Influencer,Transmorphers,18070546,89593,18464,71129,2022-07-28
4203,Disney Studios,E-Commerce,Transmorphers,77490516,89544,35845,53699,2022-08-30
2783,The Martingale Agency,E-Commerce,Transmorphers,24182694,89513,38016,51497,2022-05-06
14,The Martingale Agency,Brand Publicity,GI-Bro,79041555,89475,17134,72341,2022-09-02
2330,KYG Antler LLC,Brand Publicity,Space Wars,41772010,89462,9946,79516,2022-08-01
1694,Nintendo Technologies,Influencer,Transmorphers,12351630,89433,32567,56866,2022-11-10
2155,Nintendo Technologies,Brand Publicity,Merf,28931032,89428,75259,14169,2022-02-03
1891,TikTok Inc,Media Supported Asset,Transmorphers,80310647,89426,60700,28726,2022-08-03
1432,TikTok Inc,E-Commerce,Space Wars,28049090,89421,38394,51027,2022-07-24
547,Disney Studios,Influencer,Space Wars,10443008,89394,7854,81540,2022-05-31
1168,Nintendo Technologies,Influencer,Transmorphers,62822711,89374,2775,86599,2022-04-28
1078,Google Inc.,Brand Publicity,GI-Bro,88706862,89364,15403,73961,2022-12-21
3547,Pinterest Inc,Brand Asset Development,Transmorphers,14091844,89331,44942,44389,2022-03-26
2078,Disney Studios,Brand Asset Development,Merf,76079870,89317,52422,36895,2022-01-04
4529,The Martingale Agency,Media Supported Asset,GI-Bro,47410820,89316,38558,50758,2022-01-24
8,KYG Antler LLC,Media Supported Asset,GI-Bro,81333642,89311,54794,34517,2022-01-23
4807,Pinterest Inc,E-Commerce,GI-Bro,17674326,89242,50623,38619,2022-07-06
2126,Google Inc.,Influencer,Transmorphers,19898217,89240,49996,39244,2022-08-16
3197,Google Inc.,Brand Publicity,Space Wars,74795776,89238,33751,55487,2022-11-17
3057,KYG Antler LLC,Influencer,GI-Bro,33715682,89232,52543,36689,2022-07-04
1943,Pinterest Inc,Brand Publicity,GI-Bro,25521559,89223,63780,25443,2022-06-28
1708,Disney Studios,Brand Publicity,Transmorphers,91462739,89195,25519,63676,2022-09-04
2803,Google Inc.,Influencer,Transmorphers,94610396,89186,48519,40667,2022-03-08
926,TikTok Inc,Brand Publicity,Space Wars,45002603,89182,35390,53792,2022-08-18
4830,The Martingale Agency,Media Supported Asset,GI-Bro,36101169,89132,5233,83899,2022-01-10
576,Google Inc.,Media Supported Asset,Clay-Dough,17392873,89117,16628,72489,2022-11-24
2623,Disney Studios,E-Commerce,GI-Bro,99288344,89105,56039,33066,2022-04-23
4953,Nintendo Technologies,Brand Publicity,GI-Bro,95305754,89075,61249,27826,2022-04-05
2396,KYG Antler LLC,Influencer,Space Wars,92931319,89070,4236,84834,2022-09-17
4582,TikTok Inc,Brand Publicity,Transmorphers,53363281,89022,24258,64764,2022-11-26
2575,Pinterest Inc,Brand Asset Development,Space Wars,45659821,89020,39140,49880,2022-08-04
2770,Meta Platforms,Media Supported Asset,Transmorphers,89908428,89013,66507,22506,2022-05-17
4011,Meta Platforms,Influencer,Merf,95478904,88970,31554,57416,2022-12-21
4882,Nintendo Technologies,Brand Publicity,GI-Bro,10783744,88961,20402,68559,2022-09-08
609,KYG Antler LLC,Brand Asset Development,Clay-Dough,47248940,88925,46033,42892,2022-04-01
2207,KYG Antler LLC,Brand Publicity,Transmorphers,57946802,88918,63060,25858,2022-07-14
2707,The Martingale Agency,Brand Asset Development,Transmorphers,76046133,88914,31722,57192,2022-06-13
3914,Disney Studios,Media Supported Asset,GI-Bro,47555792,88893,18506,70387,2022-12-02
2102,Nintendo Technologies,Brand Asset Development,GI-Bro,58158043,88886,41656,47230,2022-06-05
4164,Disney Studios,Influencer,Transmorphers,95790028,88880,86798,2082,2022-04-06
1746,Pinterest Inc,Influencer,Transmorphers,90749909,88874,69412,19462,2022-05-31
2073,Meta Platforms,Influencer,GI-Bro,63752974,88851,35871,52980,2022-10-23
2060,Nintendo Technologies,Media Supported Asset,Clay-Dough,50835861,88827,76542,12285,2022-06-14
1718,The Martingale Agency,Media Supported Asset,Clay-Dough,51055064,88791,40396,48395,2022-06-21
20,The Martingale Agency,Brand Publicity,Transmorphers,18954588,88778,26847,61931,2022-08-10
1528,Pinterest Inc,E-Commerce,Merf,74900201,88773,73060,15713,2022-03-19
2342,Google Inc.,Brand Publicity,GI-Bro,27195958,88757,21275,67482,2022-09-26
1689,Nintendo Technologies,Influencer,Space Wars,43480670,88704,56738,31966,2022-01-05
1768,Google Inc.,Media Supported Asset,Merf,55351147,88702,51805,36897,2022-04-26
2360,Meta Platforms,Brand Asset Development,Space Wars,80956070,88699,18322,70377,2022-11-06
4082,TikTok Inc,Brand Asset Development,Clay-Dough,10361782,88697,399,88298,2022-11-08
1703,Disney Studios,E-Commerce,Space Wars,46319673,88670,15398,73272,2022-12-26
1128,TikTok Inc,Brand Publicity,GI-Bro,81383315,88658,20143,68515,2022-09-28
2507,Pinterest Inc,Influencer,Clay-Dough,13880863,88619,22329,66290,2022-06-25
2450,KYG Antler LLC,Brand Publicity,Transmorphers,94645811,88575,76350,12225,2022-02-25
3239,KYG Antler LLC,Brand Asset Development,GI-Bro,94418753,88558,39615,48943,2022-08-27
4297,TikTok Inc,Media Supported Asset,GI-Bro,80824701,88528,63862,24666,2022-04-22
637,KYG Antler LLC,Brand Asset Development,Space Wars,56922996,88513,47892,40621,2022-07-16
534,The Martingale Agency,Media Supported Asset,Transmorphers,93651674,88512,63586,24926,2022-05-26
2523,TikTok Inc,Brand Publicity,Merf,71088209,88499,54264,34235,2022-07-30
3373,The Martingale Agency,Media Supported Asset,Merf,65115404,88487,4278,84209,2022-10-13
856,Disney Studios,Brand Asset Development,Space Wars,51117920,88478,15089,73389,2022-03-31
1648,The Martingale Agency,Media Supported Asset,Transmorphers,31929864,88421,24051,64370,2022-01-17
4957,The Martingale Agency,Brand Publicity,Transmorphers,53367210,88416,80546,7870,2022-02-20
2260,Pinterest Inc,Influencer,Transmorphers,24136591,88362,30428,57934,2022-12-04
824,Disney Studios,E-Commerce,Clay-Dough,68009134,88340,61840,26500,2022-05-03
3437,The Martingale Agency,E-Commerce,GI-Bro,45015086,88320,4110,84210,2022-10-01
2650,The Martingale Agency,Brand Publicity,Clay-Dough,57191074,88308,9733,78575,2022-09-25
986,Meta Platforms,Brand Asset Development,Merf,11765459,88273,2508,85765,2022-10-24
1232,KYG Antler LLC,E-Commerce,Transmorphers,32786308,88251,56455,31796,2022-06-29
3390,TikTok Inc,Media Supported Asset,Clay-Dough,77144923,88228,59437,28791,2022-03-06
2549,Disney Studios,Brand Publicity,Merf,55501274,88222,14062,74160,2022-10-29
3967,Meta Platforms,E-Commerce,GI-Bro,70908463,88193,11725,76468,2022-03-31
1263,Nintendo Technologies,Influencer,GI-Bro,46726812,88186,20290,67896,2022-07-16
28,Pinterest Inc,Brand Asset Development,Merf,69725452,88182,34273,53909,2022-11-09
1920,Nintendo Technologies,Brand Asset Development,Clay-Dough,87436117,88159,14204,73955,2022-10-25
2368,KYG Antler LLC,Media Supported Asset,Clay-Dough,25678007,88149,18745,69404,2022-12-01
3785,TikTok Inc,Influencer,Transmorphers,13842521,88145,36281,51864,2022-11-06
2465,Nintendo Technologies,E-Commerce,Transmorphers,67433694,88141,39571,48570,2022-06-28
1194,KYG Antler LLC,Brand Publicity,GI-Bro,59816520,88115,35092,53023,2022-10-02
3098,Disney Studios,Brand Publicity,Clay-Dough,39115158,88115,15395,72720,2022-10-17
452,The Martingale Agency,Brand Asset Development,Merf,24105633,88091,4658,83433,2022-10-14
4396,Nintendo Technologies,Brand Publicity,Merf,61455939,88032,55610,32422,2022-04-17
3888,The Martingale Agency,Media Supported Asset,Space Wars,70547936,88005,36752,51253,2022-05-07
919,KYG Antler LLC,E-Commerce,Merf,23086889,87990,10205,77785,2022-12-21
1730,KYG Antler LLC,Brand Asset Development,Transmorphers,27413284,87942,14101,73841,2022-07-19
1332,Google Inc.,Influencer,Clay-Dough,25914215,87906,19415,68491,2022-10-23
4213,TikTok Inc,Media Supported Asset,GI-Bro,43017570,87884,3015,84869,2022-11-14
477,Disney Studios,Media Supported Asset,GI-Bro,79935671,87880,20475,67405,2022-12-12
2579,Pinterest Inc,Influencer,GI-Bro,89986939,87875,26614,61261,2022-02-02
1483,The Martingale Agency,Influencer,Merf,75609282,87866,9872,77994,2022-06-24
3244,Pinterest Inc,Media Supported Asset,Transmorphers,80525184,87862,86614,1248,2022-04-18
4593,Google Inc.,Brand Publicity,Space Wars,41233292,87861,18967,68894,2022-03-02
4721,TikTok Inc,E-Commerce,Clay-Dough,24639052,87824,4728,83096,2022-07-26
1018,Disney Studios,Media Supported Asset,Clay-Dough,54503307,87812,22749,65063,2022-05-14
2997,Pinterest Inc,E-Commerce,Transmorphers,61896461,87812,35546,52266,2022-05-01
3131,Meta Platforms,Brand Asset Development,Space Wars,61640560,87784,32919,54865,2022-04-21
1369,KYG Antler LLC,Media Supported Asset,GI-Bro,51265393,87754,31847,55907,2022-10-19
3526,KYG Antler LLC,Media Supported Asset,GI-Bro,55747107,87723,35153,52570,2022-07-11
3807,Nintendo Technologies,Brand Publicity,GI-Bro,60478691,87682,16037,71645,2022-02-15
170,Disney Studios,Influencer,GI-Bro,42043721,87676,25125,62551,2022-07-28
4870,Pinterest Inc,Media Supported Asset,Merf,53014654,87675,24947,62728,2022-10-15
3213,Pinterest Inc,Media Supported Asset,Merf,36416486,87673,39833,47840,2022-09-23
3058,Disney Studios,Brand Publicity,GI-Bro,57279654,87661,6261,81400,2022-10-11
23,KYG Antler LLC,Brand Asset Development,Clay-Dough,83449785,87650,16653,70997,2022-11-11
3612,Google Inc.,Media Supported Asset,Transmorphers,15364108,87647,58474,29173,2022-02-13
4538,Pinterest Inc,Influencer,Space Wars,13199671,87640,35365,52275,2022-11-30
1202,TikTok Inc,Brand Asset Development,Transmorphers,85581542,87633,83469,4164,2022-02-25
3145,KYG Antler LLC,Influencer,Space Wars,48576368,87628,73566,14062,2022-03-22
2473,Nintendo Technologies,Brand Asset Development,GI-Bro,21497477,87621,62034,25587,2022-03-15
838,Meta Platforms,E-Commerce,Merf,33474916,87611,28561,59050,2022-12-15
2835,The Martingale Agency,Media Supported Asset,Clay-Dough,66872086,87608,15319,72289,2022-08-10
1362,Pinterest Inc,Media Supported Asset,GI-Bro,71292167,87606,4649,82957,2022-05-31
4204,Meta Platforms,E-Commerce,Space Wars,41167408,87596,67509,20087,2022-04-05
3306,Meta Platforms,Media Supported Asset,Clay-Dough,83116066,87589,52089,35500,2022-02-22
2686,KYG Antler LLC,Media Supported Asset,Merf,84983943,87568,36627,50941,2022-01-19
3269,KYG Antler LLC,E-Commerce,Clay-Dough,77481526,87533,4034,83499,2022-08-02
1915,TikTok Inc,Influencer,Clay-Dough,18440245,87519,23555,63964,2022-11-08
3214,Pinterest Inc,Media Supported Asset,Merf,78755145,87506,77898,9608,2022-06-07
1423,Meta Platforms,Media Supported Asset,Space Wars,78784799,87505,19005,68500,2022-12-27
3100,Google Inc.,Brand Publicity,GI-Bro,40963549,87504,61290,26214,2022-01-29
3863,Meta Platforms,Brand Publicity,GI-Bro,52895788,87476,60132,27344,2022-08-05
365,KYG Antler LLC,Brand Publicity,Merf,78941379,87438,4415,83023,2022-07-20
4473,KYG Antler LLC,Influencer,Clay-Dough,67635521,87361,58417,28944,2022-07-05
964,Disney Studios,E-Commerce,Merf,38002409,87353,9135,78218,2022-12-02
1616,The Martingale Agency,Brand Asset Development,GI-Bro,49384200,87352,50539,36813,2022-07-04
4889,Pinterest Inc,Media Supported Asset,GI-Bro,27206688,87349,1326,86023,2022-04-24
181,Pinterest Inc,Brand Publicity,GI-Bro,34845989,87336,14994,72342,2022-07-07
4407,The Martingale Agency,Brand Asset Development,Space Wars,31570817,87333,77676,9657,2022-03-17
4999,The Martingale Agency,Brand Publicity,Transmorphers,17377491,87323,72094,15229,2022-01-18
